protocol " srcip" " dstip" " sport" " dport" " min_data_ip" " q1_data_ip" " med_data_ip" mean_data_ip q3_data_ip " max_data_ip" var_data_ip " min_data_wire" " q1_data_wire" " med_data_wire" mean_data_wire q3_data_wire " max_data_wire" var_data_wire min_data_control q1_data_control med_data_control mean_data_control q3_data_control max_data_control var_data_control total_packets ack_pkts_sent pure_acks_sent actual_data_bytes pushed_data_pkts SYN_pkts_sent FIN_pkts_sent urgent_data_pkts max_win_adv min_win_adv zero_win_adv avg_win_adv
tcp 10.0.3.15 106.39.169.231 50115 443 40 40 40 125 40 813 39535 58 58 58 143 58 831 39535 5 5 5 5 5 5 0 16 14 9 5 4 1 0 0 28400 0 1 20665
tcp 106.39.169.231 10.0.3.15 443 50115 40 40 60 318 429 1460 229917 58 40 78 336 447 1478 229917 5 5 5 5 5 5 0 15 15 4 8 6 1 1 0 65535 0 1 61166
tcp 10.0.3.15 43.231.145.64 39264 5227 40 40 62 62 40 83 462 58 58 80 80 58 101 462 5 5 5 5 5 5 0 6 6 3 3 3 0 0 0 14600 14600 0 14600
tcp 43.231.145.64 10.0.3.15 5227 39264 40 40 46 46 40 51 30 58 58 64 64 58 69 30 5 5 5 5 5 5 0 6 6 3 3 3 0 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 35219 443 40 40 40 192 40 1500 117005 58 58 58 210 58 1518 117005 5 5 5 5 5 5 0 18 16 9 7 5 1 0 0 28400 0 1 21209
tcp 106.39.169.231 10.0.3.15 443 35219 40 40 44 285 40 1460 210879 58 58 62 303 58 1478 210879 5 5 5 5 5 5 0 17 17 6 8 6 1 1 0 65535 0 1 61680
tcp 10.0.3.15 106.39.171.84 58489 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 58489 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 58.83.230.158 41764 443 40 40 40 111 40 413 17874 58 58 58 129 58 431 17874 5 5 5 5 5 5 0 12 7 2 5 4 1 1 0 16616 0 4 10305
tcp 10.0.3.15 106.39.169.231 60762 80 40 40 40 209 40 1500 208515 58 58 58 227 58 1518 208515 5 5 5 5 5 5 0 9 8 5 3 1 1 1 0 19880 14600 0 17218
tcp 106.39.169.231 10.0.3.15 80 60762 40 40 42 333 40 1460 270704 58 58 60 351 58 1478 270704 5 5 5 5 5 5 0 8 8 3 3 2 1 1 0 65535 65535 0 65535
tcp 58.83.230.158 10.0.3.15 443 41764 40 40 40 78 40 349 7619 58 58 58 96 58 367 7619 5 5 5 5 5 5 0 13 13 3 3 3 1 3 0 65535 0 3 50412
tcp 10.0.3.15 58.83.230.158 36245 443 40 40 50 127 40 429 21190 58 58 68 145 58 447 21190 5 5 5 5 5 5 0 10 7 2 5 4 1 1 0 16616 0 2 12366
tcp 10.0.3.15 150.138.120.1 52676 80 40 40 40 50 40 265 2022 58 58 58 68 58 283 2022 5 5 5 5 5 5 0 24 23 21 2 1 1 1 0 45440 14600 0 31645
tcp 10.0.3.15 150.138.120.1 52444 80 40 40 40 48 40 273 1647 58 58 58 66 58 291 1647 5 5 5 5 5 5 0 32 31 29 2 1 1 1 0 59640 14600 0 36691
tcp 58.83.230.158 10.0.3.15 443 36245 40 40 40 85 77 349 8692 58 40 58 103 95 367 8692 5 5 5 5 5 5 0 11 11 5 3 3 1 1 0 65535 0 1 59577
tcp 150.138.120.1 10.0.3.15 80 52676 40 60 140 732 1460 1460 486320 58 60 158 750 1478 1478 486320 5 5 5 5 5 5 0 23 23 2 19 8 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 52444 40 60 1287 777 1460 1460 482777 58 60 1305 795 1478 1478 482777 5 5 5 5 5 5 0 31 31 2 27 12 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 44884 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 44884 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 46948 80 40 40 40 55 40 278 3249 58 58 58 73 58 296 3249 5 5 5 5 5 5 0 1529 1528 1427 101 100 1 1 0 65320 14600 0 64775
tcp 150.138.120.1 10.0.3.15 80 46948 40 60 1460 814 60 1460 469107 58 78 1478 832 78 1478 469107 5 5 5 5 5 5 0 1961 1961 101 1858 851 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56911 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 56911 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 32885 80 40 40 40 47 40 280 1638 58 40 58 65 58 298 1638 5 5 5 5 5 5 0 311 310 299 11 10 1 1 0 65320 14600 0 62621
tcp 10.0.3.15 150.138.120.1 49576 80 40 40 40 53 40 280 2941 58 58 58 71 58 298 2941 5 5 5 5 5 5 0 1734 1733 1632 101 100 1 1 0 65320 14600 0 64924
tcp 10.0.3.15 150.138.120.1 49758 80 40 40 40 56 40 280 3396 58 58 58 74 58 298 3396 5 5 5 5 5 5 0 257 256 237 19 18 1 1 0 65320 14600 0 62021
tcp 150.138.120.1 10.0.3.15 80 49576 40 60 1460 842 60 1460 466961 58 78 1478 860 78 1478 466961 5 5 5 5 5 5 0 2128 2128 101 2025 882 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 49758 40 60 1460 867 1460 1460 461983 58 60 1478 885 1478 1478 461983 5 5 5 5 5 5 0 411 411 19 390 161 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 32885 40 60 1460 842 60 1460 474207 58 78 1478 860 78 1478 474207 5 5 5 5 5 5 0 497 497 11 484 213 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 51760 80 40 40 40 317 40 4420 316275 58 58 58 335 58 4438 316275 5 5 5 5 5 5 0 545 544 366 179 89 1 0 0 65320 14600 0 62957
tcp 106.39.169.231 10.0.3.15 80 51760 40 40 60 524 40 1460 390971 58 58 78 542 58 1478 390971 5 5 5 5 5 5 0 546 546 180 363 221 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 52644 80 40 40 40 238 40 1011 149365 58 58 58 256 58 1029 149365 5 5 5 5 5 5 0 5 4 3 2 1 1 0 0 16367 14600 0 15307
tcp 150.138.120.1 10.0.3.15 80 52644 40 43 42 356 43 1299 296576 58 61 60 374 61 1317 296576 5 5 5 5 5 5 0 4 4 1 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 59875 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 59875 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 37896 443 40 40 40 184 40 1500 120133 58 58 58 202 58 1518 120133 5 5 5 5 5 5 0 17 15 8 7 5 1 0 0 28400 0 1 21287
tcp 106.39.169.231 10.0.3.15 443 37896 40 40 42 300 40 1460 221546 58 58 60 318 58 1478 221546 5 5 5 5 5 5 0 16 16 6 7 5 1 1 0 65535 0 1 61439
tcp 10.0.3.15 106.39.171.84 39133 443 40 40 40 185 40 1437 117136 58 58 58 203 58 1455 117136 5 5 5 5 5 5 0 16 14 8 6 5 1 0 0 28400 0 1 21020
tcp 10.0.3.15 106.39.171.84 41953 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 39133 40 40 44 315 397 1460 230904 58 40 62 333 415 1478 230904 5 5 5 5 5 5 0 15 15 5 7 5 1 1 0 65535 0 1 61166
tcp 106.39.171.84 10.0.3.15 443 41953 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 44663 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 44663 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 123.151.79.59 59677 80 40 40 40 233 40 1178 178658 58 58 58 251 58 1196 178658 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 15544 14600 0 15072
tcp 123.151.79.59 10.0.3.15 80 59677 40 40 40 79 40 230 5718 58 58 58 97 58 248 5718 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 123.151.79.59 35480 80 40 40 40 233 40 1178 178658 58 58 58 251 58 1196 178658 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 15544 14600 0 15072
tcp 123.151.79.59 10.0.3.15 80 35480 40 40 40 79 40 230 5718 58 58 58 97 58 248 5718 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 51836 443 40 40 50 254 40 1500 187530 58 58 68 272 58 1518 187530 5 5 5 5 5 5 0 10 9 4 5 3 1 1 0 16740 14600 0 15620
tcp 106.39.169.231 10.0.3.15 443 51836 40 40 40 142 40 877 61989 58 58 58 160 58 895 61989 5 5 5 5 5 5 0 10 10 5 3 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 37394 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 37394 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.226 51184 443 40 40 40 192 40 1245 107824 58 58 58 210 58 1263 107824 5 5 5 5 5 5 0 17 15 9 6 5 1 0 0 30147 0 1 22135
tcp 36.110.181.226 10.0.3.15 443 51184 40 40 52 373 40 1460 243885 58 58 70 391 58 1478 243885 5 5 5 5 5 5 0 16 16 5 8 6 1 1 0 65535 0 1 61439
tcp 10.0.3.15 106.39.169.231 51837 443 40 40 40 235 174 1500 174346 58 40 58 253 192 1518 174346 5 5 5 5 5 5 0 11 10 5 5 3 1 1 0 17738 14600 0 16084
tcp 106.39.169.231 10.0.3.15 443 51837 40 40 40 186 40 1307 141797 58 58 58 204 58 1325 141797 5 5 5 5 5 5 0 10 10 5 3 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 54989 80 40 40 40 56 40 280 3268 58 58 58 74 58 298 3268 5 5 5 5 5 5 0 221 220 204 16 15 1 1 0 65320 14600 0 61573
tcp 10.0.3.15 106.39.169.231 51838 443 40 40 40 240 232 1500 173940 58 40 58 258 250 1518 173940 5 5 5 5 5 5 0 11 10 5 5 3 1 1 0 17055 14600 0 15836
tcp 150.138.120.1 10.0.3.15 80 54989 40 60 1460 840 1460 1460 464897 58 60 1478 858 1478 1478 464897 5 5 5 5 5 5 0 367 367 16 349 152 1 1 0 65535 65535 0 65535
tcp 106.39.169.231 10.0.3.15 443 51838 40 40 40 172 40 1177 114159 58 58 58 190 58 1195 114159 5 5 5 5 5 5 0 10 10 5 3 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 41736 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 41736 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 48436 443 40 40 40 146 77 1037 65147 58 40 58 164 95 1055 65147 5 5 5 5 5 5 0 15 13 8 5 4 1 0 0 28400 0 1 20717
tcp 106.39.169.231 10.0.3.15 443 48436 40 40 52 338 40 1460 242122 58 58 70 356 58 1478 242122 5 5 5 5 5 5 0 14 14 4 7 5 1 1 0 65535 0 1 60854
udp 10.0.3.15 202.113.16.10 1465 53 57 57 57 57 57 57 0 75 57 75 75 75 75 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 1465 256 256 256 256 256 256 0 274 256 274 274 274 274 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 106.39.169.66 59306 80 40 40 50 314 40 1500 284667 58 58 68 332 58 1518 284667 5 5 5 5 5 5 0 6 5 2 3 1 1 1 0 14600 14600 0 14600
tcp 106.39.169.66 10.0.3.15 80 59306 40 40 40 62 40 167 2214 58 58 58 80 58 185 2214 5 5 5 5 5 5 0 6 6 3 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 58.83.230.158 39226 443 40 40 40 127 40 429 22380 58 58 58 145 58 447 22380 5 5 5 5 5 5 0 13 11 6 5 4 1 0 0 28400 0 1 18880
tcp 10.0.3.15 150.138.120.1 47482 80 40 40 40 54 40 255 2552 58 58 58 72 58 273 2552 5 5 5 5 5 5 0 17 16 14 2 1 1 1 0 39760 14600 0 26299
tcp 10.0.3.15 150.138.120.1 35584 80 40 40 40 59 40 248 3278 58 58 58 77 58 266 3278 5 5 5 5 5 5 0 12 11 9 2 1 1 1 0 28400 14600 0 21637
tcp 58.83.230.158 10.0.3.15 443 39226 40 40 60 312 365 1460 229255 58 40 78 330 383 1478 229255 5 5 5 5 5 5 0 15 15 3 8 6 1 2 0 65535 0 1 61166
tcp 150.138.120.1 10.0.3.15 80 47482 40 60 620 742 60 1460 472704 58 78 638 760 78 1478 472704 5 5 5 5 5 5 0 18 18 2 14 6 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 35584 40 40 80 652 1460 1460 443847 58 40 98 670 1478 1478 443847 5 5 5 5 5 5 0 11 11 2 7 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.66 55658 80 40 40 50 325 40 1500 282925 58 58 68 343 58 1518 282925 5 5 5 5 5 5 0 6 5 2 3 1 1 1 0 14600 14600 0 14600
tcp 106.39.169.66 10.0.3.15 80 55658 40 40 40 62 40 167 2214 58 58 58 80 58 185 2214 5 5 5 5 5 5 0 6 6 3 1 1 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.20 57048 53 64 64 64 64 64 64 0 82 64 82 82 82 82 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.20 10.0.3.15 53 57048 291 291 291 291 291 291 0 309 291 309 309 309 309 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 150.138.120.1 48972 80 40 40 40 43 40 250 600 58 58 58 61 58 268 600 5 5 5 5 5 5 0 73 72 70 2 1 1 1 0 65320 14600 0 54716
tcp 10.0.3.15 150.138.120.1 55968 80 40 40 40 44 40 249 676 58 58 58 62 58 267 676 5 5 5 5 5 5 0 64 63 61 2 1 1 1 0 65320 14600 0 52071
tcp 150.138.120.1 10.0.3.15 80 48972 40 80 1460 947 80 1460 446447 58 98 1478 965 98 1478 446447 5 5 5 5 5 5 0 105 105 2 101 35 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 55968 40 80 1460 910 80 1460 456603 58 98 1478 928 98 1478 456603 5 5 5 5 5 5 0 85 85 2 81 30 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 50676 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 50676 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 58.83.230.158 50736 443 40 40 60 136 40 429 22618 58 58 78 154 58 447 22618 5 5 5 5 5 5 0 9 7 2 5 4 1 0 0 16616 0 1 13740
tcp 58.83.230.158 10.0.3.15 443 50736 40 40 40 91 40 365 10192 58 58 58 109 58 383 10192 5 5 5 5 5 5 0 10 10 4 3 3 1 1 0 65535 0 1 58982
tcp 10.0.3.15 106.39.171.84 36261 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 36261 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 1 1 1 1 2 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 53452 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 53452 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 51501 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 51501 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 40214 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 40214 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 1 1 1 1 2 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 38592 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 38592 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56080 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 56080 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 44293 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 44293 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 40200 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 40200 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.10 12134 53 70 70 70 70 70 70 0 88 70 88 88 88 88 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 12134 206 206 206 206 206 206 0 224 206 224 224 224 224 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 10.0.3.15 202.113.16.10 27950 53 70 70 70 70 70 70 0 88 70 88 88 88 88 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 27950 276 276 276 276 276 276 0 294 276 294 294 294 294 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 42.81.153.5 47683 443 40 45 50 50 45 60 100 58 63 68 68 63 78 100 5 5 5 5 5 5 0 2 0 0 1 0 1 0 0 14600 0 1 7300
tcp 42.81.153.5 10.0.3.15 443 47683 44 44 44 44 44 44 0 62 44 62 62 62 62 0 5 5 5 5 5 5 0 1 1 0 0 0 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 42.81.153.5 47684 443 40 40 40 40 40 370 104 58 58 58 58 58 388 104 5 5 5 5 5 5 0 1736 1735 1731 4 3 1 0 0 65320 14600 0 64920
tcp 42.81.153.5 10.0.3.15 443 47684 40 60 1460 812 60 1460 484356 58 78 1478 830 78 1478 484356 5 5 5 5 5 5 0 3417 3417 3 3413 1586 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 43021 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 10 8 4 4 2 2 2 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 43021 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 10 10 4 2 2 2 2 0 65535 65535 0 65535
tcp 10.0.3.15 42.81.153.5 47685 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
tcp 42.81.153.5 10.0.3.15 443 47685 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 42.81.153.5 47686 443 40 40 40 40 40 370 53 58 58 58 58 58 388 53 5 5 5 5 5 5 0 3449 3448 3444 4 3 1 0 0 65320 14600 0 65125
tcp 42.81.153.5 10.0.3.15 443 47686 40 60 1460 809 60 1460 485268 58 78 1478 827 78 1478 485268 5 5 5 5 5 5 0 6781 6781 3 6777 3158 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 41545 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 20846
tcp 106.39.171.84 10.0.3.15 443 41545 40 40 40 307 40 1460 248208 58 58 58 325 58 1478 248208 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 46856 80 40 40 40 55 40 277 3152 58 58 58 73 58 295 3152 5 5 5 5 5 5 0 33 32 29 3 2 1 1 0 53960 14600 0 34719
tcp 10.0.3.15 58.83.230.158 47765 443 40 40 40 112 40 429 18700 58 58 58 130 58 447 18700 5 5 5 5 5 5 0 12 7 2 5 4 1 1 0 16616 0 4 10305
tcp 58.83.230.158 10.0.3.15 443 47765 40 40 40 78 40 349 7619 58 58 58 96 58 367 7619 5 5 5 5 5 5 0 13 13 3 3 3 1 3 0 65535 0 3 50412
tcp 150.138.120.1 10.0.3.15 80 46856 40 60 60 630 60 1460 472233 58 78 78 648 78 1478 472233 5 5 5 5 5 5 0 32 32 3 27 14 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 57788 80 40 40 40 176 40 1500 161111 58 58 58 194 58 1518 161111 5 5 5 5 5 5 0 12 11 8 3 1 1 1 0 25560 14600 0 19303
tcp 10.0.3.15 58.83.230.158 60403 443 40 40 50 125 40 413 20245 58 58 68 143 58 431 20245 5 5 5 5 5 5 0 10 7 2 5 4 1 1 0 16616 0 2 12366
tcp 58.83.230.158 10.0.3.15 443 60403 40 40 40 85 77 349 8692 58 40 58 103 95 367 8692 5 5 5 5 5 5 0 11 11 5 3 3 1 1 0 65535 0 1 59577
tcp 106.39.169.231 10.0.3.15 80 57788 40 40 60 455 1460 1460 384026 58 40 78 473 1478 1478 384026 5 5 5 5 5 5 0 11 11 3 6 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 55574 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 55574 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 42.81.153.5 47687 443 40 45 50 50 45 60 100 58 63 68 68 63 78 100 5 5 5 5 5 5 0 2 0 0 1 0 1 0 0 14600 0 1 7300
tcp 42.81.153.5 10.0.3.15 443 47687 44 44 44 44 44 44 0 62 44 62 62 62 62 0 5 5 5 5 5 5 0 1 1 0 0 0 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 42.81.153.5 47688 443 40 40 40 40 40 370 34 58 40 58 58 58 388 34 5 5 5 5 5 5 0 5319 5318 5315 4 3 1 0 0 65320 14600 0 65193
tcp 42.81.153.5 10.0.3.15 443 47688 40 60 1460 813 60 1460 485104 58 78 1478 831 78 1478 485104 5 5 5 5 5 5 0 10449 10449 3 10444 4835 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 34558 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 34558 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 55403 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 55403 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 55431 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 55431 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 37982 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 37982 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 45784 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 45784 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
