protocol " srcip" " dstip" " sport" " dport" " min_data_ip" " q1_data_ip" " med_data_ip" mean_data_ip q3_data_ip " max_data_ip" var_data_ip " min_data_wire" " q1_data_wire" " med_data_wire" mean_data_wire q3_data_wire " max_data_wire" var_data_wire min_data_control q1_data_control med_data_control mean_data_control q3_data_control max_data_control var_data_control total_packets ack_pkts_sent pure_acks_sent actual_data_bytes pushed_data_pkts SYN_pkts_sent FIN_pkts_sent urgent_data_pkts max_win_adv min_win_adv zero_win_adv avg_win_adv
tcp 150.138.120.1 10.0.3.15 443 51364 40 40 44 454 40 1460 330784 58 58 62 472 58 1478 330784 5 5 5 5 5 5 0 13 13 5 6 4 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51363 40 40 60 384 40 1460 299336 58 58 78 402 58 1478 299336 5 5 5 5 5 5 0 17 17 5 10 7 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51362 40 40 62 426 40 1460 316805 58 58 80 444 58 1478 316805 5 5 5 5 5 5 0 14 14 5 7 5 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 51368 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
tcp 10.0.3.15 150.138.120.1 51369 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
udp 202.113.16.10 10.0.3.15 53 39573 283 283 283 283 283 283 0 301 283 301 301 301 301 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 150.138.120.1 51370 443 40 40 40 112 40 1037 49148 58 58 58 130 58 1055 49148 5 5 5 5 5 5 0 20 19 15 4 3 1 1 0 53960 14600 0 32010
tcp 150.138.120.1 10.0.3.15 443 51365 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51366 40 60 120 661 60 1460 446020 58 78 138 679 78 1478 446020 5 5 5 5 5 5 0 33 33 5 26 13 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51367 40 60 100 687 60 1460 466964 58 78 118 705 78 1478 466964 5 5 5 5 5 5 0 49 49 5 42 21 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51368 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51369 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 51371 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
tcp 150.138.120.1 10.0.3.15 443 51370 40 60 231 703 60 1460 460622 58 78 249 721 78 1478 460622 5 5 5 5 5 5 0 28 28 5 21 9 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 48313 80 40 40 40 40 40 40 0 58 58 58 58 58 58 0 5 5 5 5 5 5 0 2 2 1 0 0 0 1 0 31240 31240 0 31240
tcp 150.138.120.1 10.0.3.15 80 48313 40 40 40 40 40 40 0 58 58 58 58 58 58 0 5 5 5 5 5 5 0 2 2 1 0 0 0 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51371 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 51372 443 40 40 40 97 40 1069 41080 58 58 58 115 58 1087 41080 5 5 5 5 5 5 0 26 25 21 4 3 1 1 0 62480 14600 0 40243
tcp 10.0.3.15 150.138.120.1 51373 443 40 40 40 55 40 1085 12803 58 40 58 73 58 1103 12803 5 5 5 5 5 5 0 175 174 169 5 4 1 1 0 65320 14600 0 60783
tcp 10.0.3.15 106.39.171.84 37983 443 40 40 40 189 248 1357 110600 58 40 58 207 266 1375 110600 5 5 5 5 5 5 0 15 14 8 6 5 1 1 0 28400 14600 0 21853
tcp 10.0.3.15 150.138.120.1 51374 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 37983 40 40 52 332 40 1460 241371 58 58 70 350 58 1478 241371 5 5 5 5 5 5 0 14 14 5 7 5 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51373 40 90 1460 1004 90 1460 416801 58 108 1478 1022 108 1478 416801 5 5 5 5 5 5 0 280 280 6 272 86 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 443 51372 40 60 658 740 60 1460 451884 58 78 676 758 78 1478 451884 5 5 5 5 5 5 0 32 32 5 25 11 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 52729 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
udp 10.0.3.15 202.113.16.10 57149 53 59 59 59 59 59 59 0 77 59 77 77 77 77 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 150.138.120.1 10.0.3.15 443 51374 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
udp 202.113.16.10 10.0.3.15 53 57149 260 260 260 260 260 260 0 278 260 278 278 278 278 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 106.39.171.84 10.0.3.15 443 52729 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 51828 443 40 40 40 157 40 1270 99726 58 58 58 175 58 1288 99726 5 5 5 5 5 5 0 14 13 9 4 3 1 1 0 28400 14600 0 21589
tcp 10.0.3.15 106.39.169.231 51829 443 40 40 40 48 40 60 96 58 58 58 66 58 78 96 5 5 5 5 5 5 0 5 3 2 2 0 2 1 0 14600 14600 0 14600
udp 10.0.3.15 202.113.16.10 3779 53 59 59 59 59 59 59 0 77 59 77 77 77 77 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 106.39.169.231 10.0.3.15 443 51828 40 40 60 430 40 1460 332283 58 58 78 448 58 1478 332283 5 5 5 5 5 5 0 14 14 4 8 6 1 1 0 65535 65535 0 65535
tcp 106.39.169.231 10.0.3.15 443 51829 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.10 64091 53 60 60 60 60 60 60 0 78 60 78 78 78 78 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 106.39.171.84 33405 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 21183
tcp 10.0.3.15 106.39.169.231 51830 443 40 40 40 176 225 1500 130656 58 40 58 194 243 1518 130656 5 5 5 5 5 5 0 15 14 9 5 3 1 1 0 28400 14600 0 21853
udp 202.113.16.10 10.0.3.15 53 3779 260 260 260 260 260 260 0 278 260 278 278 278 278 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 36.110.181.158 41483 443 40 40 40 288 40 1500 197507 58 58 58 306 58 1518 197507 5 5 5 5 5 5 0 13 12 6 6 4 1 1 0 28400 14600 0 20628
tcp 10.0.3.15 36.110.181.158 41484 443 40 40 40 271 40 1500 198011 58 58 58 289 58 1518 198011 5 5 5 5 5 5 0 13 12 6 6 4 1 1 0 28400 14600 0 20628
tcp 10.0.3.15 36.110.181.158 41485 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
tcp 10.0.3.15 106.39.169.231 51834 443 40 40 40 45 40 60 75 58 58 58 63 58 78 75 5 5 5 5 5 5 0 4 3 2 1 0 1 1 0 14600 14600 0 14600
udp 202.113.16.10 10.0.3.15 53 64091 402 402 402 402 402 402 0 420 402 420 420 420 420 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 123.151.79.59 51516 80 40 40 40 233 40 1178 178658 58 58 58 251 58 1196 178658 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 15544 14600 0 15072
tcp 10.0.3.15 123.151.79.59 48348 80 40 40 40 233 40 1178 178658 58 58 58 251 58 1196 178658 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 15544 14600 0 15072
tcp 10.0.3.15 106.39.171.84 59021 443 40 40 40 52 77 77 304 58 40 58 70 95 95 304 5 5 5 5 5 5 0 3 3 1 1 1 0 1 0 28400 28400 0 28400
tcp 106.39.171.84 10.0.3.15 443 59021 40 40 40 40 40 40 0 58 40 58 58 58 58 0 5 5 5 5 5 5 0 3 3 2 0 0 0 1 0 65535 65535 0 65535
tcp 106.39.171.84 10.0.3.15 443 33405 40 40 40 307 40 1460 248208 58 58 58 325 58 1478 248208 5 5 5 5 5 5 0 14 14 7 5 3 1 1 0 65535 65535 0 65535
tcp 123.151.79.59 10.0.3.15 80 51516 40 40 40 79 40 230 5718 58 58 58 97 58 248 5718 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 123.151.79.59 10.0.3.15 80 48348 40 40 40 79 40 230 5718 58 58 58 97 58 248 5718 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 106.39.169.231 10.0.3.15 443 51830 40 40 60 357 40 1460 284602 58 58 78 375 58 1478 284602 5 5 5 5 5 5 0 13 13 4 7 5 1 1 0 65535 65535 0 65535
tcp 36.110.181.158 10.0.3.15 443 41484 40 40 44 355 40 1460 285742 58 58 62 373 58 1478 285742 5 5 5 5 5 5 0 13 13 6 6 4 1 0 0 65535 65535 0 65535
tcp 36.110.181.158 10.0.3.15 443 41483 40 40 44 355 40 1460 285742 58 58 62 373 58 1478 285742 5 5 5 5 5 5 0 13 13 6 6 4 1 0 0 65535 65535 0 65535
tcp 36.110.181.158 10.0.3.15 443 41485 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.226 42872 443 40 40 40 160 77 1245 92577 58 40 58 178 95 1263 92577 5 5 5 5 5 5 0 15 13 8 5 4 1 0 0 28400 0 1 20717
tcp 106.39.169.231 10.0.3.15 443 51834 40 40 40 41 44 44 4 58 40 58 59 62 62 4 5 5 5 5 5 5 0 3 3 1 0 0 1 1 0 65535 65535 0 65535
tcp 36.110.181.226 10.0.3.15 443 42872 40 40 52 365 40 1460 256914 58 58 70 383 58 1478 256914 5 5 5 5 5 5 0 14 14 4 7 5 1 1 0 65535 0 1 60854
tcp 106.39.171.84 10.0.3.15 443 36753 40 40 40 49 40 77 257 58 58 58 67 58 95 257 5 5 5 5 5 5 0 4 4 1 1 1 0 1 0 65535 0 1 49151
tcp 10.0.3.15 106.39.171.84 36753 443 40 40 40 47 40 77 219 58 58 58 65 58 95 219 5 5 5 5 5 5 0 5 4 2 1 1 0 0 0 28400 0 1 22720
tcp 106.39.171.84 10.0.3.15 443 49596 40 40 40 49 40 77 257 58 58 58 67 58 95 257 5 5 5 5 5 5 0 4 4 1 1 1 0 1 0 65535 0 1 49151
tcp 10.0.3.15 106.39.171.84 49596 443 40 40 40 47 40 77 219 58 58 58 65 58 95 219 5 5 5 5 5 5 0 5 4 2 1 1 0 0 0 28400 0 1 22720
tcp 10.0.3.15 106.39.171.84 41838 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 41838 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56876 443 40 40 40 206 40 1277 110041 58 58 58 224 58 1295 110041 5 5 5 5 5 5 0 13 12 6 6 5 1 1 0 28400 14600 0 22375
tcp 106.39.171.84 10.0.3.15 443 56876 40 40 40 355 40 1460 256527 58 58 58 373 58 1478 256527 5 5 5 5 5 5 0 13 13 6 5 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 54910 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 54910 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.226 42551 443 40 40 40 242 40 1277 143204 58 58 58 260 58 1295 143204 5 5 5 5 5 5 0 18 16 9 7 6 1 0 0 31693 0 1 23738
tcp 36.110.181.226 10.0.3.15 443 42551 40 40 44 399 40 1460 241707 58 58 62 417 58 1478 241707 5 5 5 5 5 5 0 17 17 6 8 6 1 1 0 65535 0 1 61680
tcp 10.0.3.15 150.138.120.1 48622 80 40 40 40 41 40 360 181 58 58 58 59 58 378 181 5 5 5 5 5 5 0 566 565 563 2 1 1 1 0 65320 14600 0 64007
tcp 150.138.120.1 10.0.3.15 80 48622 40 1460 1460 1124 1460 1460 347197 58 1460 1478 1142 1478 1478 347197 5 5 5 5 5 5 0 1111 1111 2 1107 272 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 54953 80 40 40 40 41 40 379 349 58 58 58 59 58 397 349 5 5 5 5 5 5 0 329 328 326 2 1 1 1 0 65320 14600 0 64227
tcp 150.138.120.1 10.0.3.15 80 54953 40 180 1460 1106 1460 1460 358018 58 180 1478 1124 1478 1478 358018 5 5 5 5 5 5 0 563 563 2 559 143 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 53654 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 53654 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 34568 443 40 40 68 351 40 1500 256424 58 58 86 369 58 1518 256424 5 5 5 5 5 5 0 12 11 4 7 5 1 1 0 25560 14600 0 21163
tcp 106.39.171.84 10.0.3.15 443 34568 40 40 40 327 40 1460 263266 58 58 58 345 58 1478 263266 5 5 5 5 5 5 0 13 13 7 4 2 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42968 443 40 40 40 185 40 1485 138803 58 58 58 203 58 1503 138803 5 5 5 5 5 5 0 14 12 7 5 4 1 0 0 28400 0 1 20980
tcp 106.39.171.84 10.0.3.15 443 42968 40 40 44 358 40 1460 254832 58 58 62 376 58 1478 254832 5 5 5 5 5 5 0 13 13 4 6 4 1 1 0 65535 0 1 60494
tcp 10.0.3.15 150.138.120.1 46754 80 40 40 40 40 40 280 12 58 40 58 58 58 298 12 5 5 5 5 5 5 0 4863 4862 4860 2 1 1 1 0 65320 14600 0 65178
tcp 150.138.120.1 10.0.3.15 80 46754 40 60 1460 860 60 1460 476740 58 78 1478 878 78 1478 476740 5 5 5 5 5 5 0 9505 9505 2 9501 4090 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.226 47252 443 40 40 40 175 40 1341 113465 58 58 58 193 58 1359 113465 5 5 5 5 5 5 0 14 12 7 5 4 1 0 0 28400 0 1 20980
tcp 36.110.181.226 10.0.3.15 443 47252 40 40 60 419 40 1460 281222 58 58 78 437 58 1478 281222 5 5 5 5 5 5 0 12 12 3 6 4 1 1 0 65535 0 1 60074
tcp 10.0.3.15 106.39.171.84 38606 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 38606 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 46567 80 40 40 40 270 172 1500 254029 58 40 58 288 190 1518 254029 5 5 5 5 5 5 0 7 6 3 3 1 1 1 0 15544 14600 0 15005
tcp 106.39.169.231 10.0.3.15 80 46567 40 40 40 112 40 471 25707 58 58 58 130 58 489 25707 5 5 5 5 5 5 0 6 6 3 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 55943 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 55943 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.226 60339 443 40 40 40 80 60 366 8580 58 40 58 98 78 384 8580 5 5 5 5 5 5 0 15 13 9 4 3 1 0 0 28400 0 1 20339
tcp 36.110.181.226 10.0.3.15 443 60339 40 40 60 365 40 1460 255225 58 58 78 383 58 1478 255225 5 5 5 5 5 5 0 14 14 3 8 6 1 1 0 65535 0 1 60854
tcp 10.0.3.15 106.39.171.84 60982 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 60982 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56335 443 40 40 40 289 365 1500 220656 58 40 58 307 383 1518 220656 5 5 5 5 5 5 0 15 14 7 7 5 1 1 0 25560 14600 0 21096
tcp 106.39.171.84 10.0.3.15 443 56335 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 41771 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 41771 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 1 1 1 1 2 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 37531 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 37531 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 45901 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 45901 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.102 55915 2002 40 40 42 42 40 44 4 58 58 60 60 58 62 4 5 5 5 5 5 5 0 16 16 8 0 8 0 0 0 15544 15544 0 15544
tcp 36.110.181.102 10.0.3.15 2002 55915 40 40 42 42 40 44 4 58 58 60 60 58 62 4 5 5 5 5 5 5 0 16 16 8 0 8 0 0 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.10 26246 53 65 65 65 65 65 65 0 83 65 83 83 83 83 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 58.83.230.158 60297 443 40 40 60 136 40 429 22618 58 58 78 154 58 447 22618 5 5 5 5 5 5 0 9 7 2 5 4 1 0 0 16616 0 1 13740
tcp 10.0.3.15 150.138.120.1 57948 80 40 40 40 54 40 270 2768 58 58 58 72 58 288 2768 5 5 5 5 5 5 0 18 17 15 2 1 1 1 0 34080 14600 0 24207
tcp 10.0.3.15 150.138.120.1 46775 80 40 40 40 54 40 272 2816 58 58 58 72 58 290 2816 5 5 5 5 5 5 0 18 17 15 2 1 1 1 0 42600 14600 0 27678
tcp 10.0.3.15 58.83.230.158 48718 443 40 40 60 136 40 429 22618 58 58 78 154 58 447 22618 5 5 5 5 5 5 0 9 7 2 5 4 1 0 0 16616 0 1 13740
udp 202.113.16.10 10.0.3.15 53 26246 293 293 293 293 293 293 0 311 293 311 311 311 311 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 150.138.120.1 43083 80 40 40 40 46 40 251 1207 58 58 58 64 58 269 1207 5 5 5 5 5 5 0 36 35 33 2 1 1 1 0 65320 14600 0 42002
tcp 58.83.230.158 10.0.3.15 443 60297 40 40 40 97 40 402 13675 58 58 58 115 58 420 13675 5 5 5 5 5 5 0 9 9 4 2 2 1 1 0 65535 0 1 58253
tcp 58.83.230.158 10.0.3.15 443 48718 40 40 40 90 40 349 9339 58 58 58 108 58 367 9339 5 5 5 5 5 5 0 10 10 4 3 3 1 1 0 65535 0 1 58982
tcp 150.138.120.1 10.0.3.15 80 57948 40 60 60 616 60 1460 457359 58 78 78 634 78 1478 457359 5 5 5 5 5 5 0 17 17 2 13 7 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 46775 40 60 398 739 1460 1460 473440 58 60 416 757 1478 1478 473440 5 5 5 5 5 5 0 19 19 2 15 6 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 43083 40 60 1460 852 1460 1460 479416 58 60 1478 870 1478 1478 479416 5 5 5 5 5 5 0 39 39 2 35 13 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 44741 80 40 40 40 64 40 272 4798 58 40 58 82 58 290 4798 5 5 5 5 5 5 0 375 374 333 41 40 1 1 0 65320 14600 0 62536
tcp 10.0.3.15 150.138.120.1 59592 80 40 40 40 66 40 273 5255 58 58 58 84 58 291 5255 5 5 5 5 5 5 0 306 305 269 36 35 1 1 0 65320 14600 0 62688
tcp 150.138.120.1 10.0.3.15 80 44741 40 60 903 781 60 1460 456901 58 78 921 799 78 1478 456901 5 5 5 5 5 5 0 390 390 41 346 161 1 1 0 65535 65535 0 65535
tcp 150.138.120.1 10.0.3.15 80 59592 40 60 1162 800 60 1460 455099 58 78 1180 818 78 1478 455099 5 5 5 5 5 5 0 320 320 36 282 128 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 55615 80 40 40 40 209 40 1500 208515 58 58 58 227 58 1518 208515 5 5 5 5 5 5 0 9 8 5 3 1 1 1 0 22720 14600 0 18164
tcp 10.0.3.15 58.83.230.158 50299 443 40 40 60 134 40 413 21602 58 58 78 152 58 431 21602 5 5 5 5 5 5 0 9 7 2 5 4 1 0 0 16616 0 1 13740
tcp 106.39.169.231 10.0.3.15 80 55615 40 40 42 512 40 1460 390011 58 58 60 530 58 1478 390011 5 5 5 5 5 5 0 8 8 3 3 1 1 1 0 65535 65535 0 65535
tcp 58.83.230.158 10.0.3.15 443 50299 40 40 40 90 40 349 9339 58 58 58 108 58 367 9339 5 5 5 5 5 5 0 10 10 4 3 3 1 1 0 65535 0 1 58982
tcp 10.0.3.15 150.138.120.1 34243 80 40 40 40 74 40 273 6574 58 58 58 92 58 291 6574 5 5 5 5 5 5 0 82 81 68 13 12 1 1 0 65320 14600 0 50966
tcp 150.138.120.1 10.0.3.15 80 34243 40 60 169 675 60 1460 448365 58 78 187 693 78 1478 448365 5 5 5 5 5 5 0 81 81 13 66 33 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 58198 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 58198 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 36686 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 36686 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 57246 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 20846
tcp 106.39.171.84 10.0.3.15 443 57246 40 40 40 307 40 1460 248208 58 58 58 325 58 1478 248208 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 43694 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 43694 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 46415 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 46415 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 43294 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 43294 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56977 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 56977 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 54562 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 54562 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.10 18377 53 57 57 57 57 57 57 0 75 57 75 75 75 75 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 18377 256 256 256 256 256 256 0 274 256 274 274 274 274 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
