,0
0,----------------------------------------------------------------------------------------------------
protocol " srcip" " dstip" " sport" " dport"
tcp 106.39.169.66 10.0.3.15 80 37405
tcp 10.0.3.15 106.39.169.66 59376 80
tcp 106.39.169.66 10.0.3.15 80 34963
tcp 106.39.169.66 10.0.3.15 80 59376
tcp 10.0.3.15 106.39.171.84 52518 443
tcp 106.39.171.84 10.0.3.15 443 52518
tcp 10.0.3.15 106.39.169.66 51763 80
tcp 10.0.3.15 106.39.171.84 51199 443
tcp 106.39.169.66 10.0.3.15 80 51763
tcp 106.39.171.84 10.0.3.15 443 51199
tcp 10.0.3.15 106.39.171.84 38316 443
tcp 106.39.171.84 10.0.3.15 443 38316
tcp 10.0.3.15 106.39.169.66 59821 80
tcp 10.0.3.15 106.39.169.66 51217 80
tcp 10.0.3.15 106.39.169.66 40127 80
tcp 106.39.169.66 10.0.3.15 80 59821
tcp 106.39.169.66 10.0.3.15 80 40127
tcp 106.39.169.66 10.0.3.15 80 51217
tcp 10.0.3.15 106.39.171.84 60578 443
tcp 106.39.171.84 10.0.3.15 443 60578
tcp 10.0.3.15 106.39.171.84 37527 443
tcp 106.39.171.84 10.0.3.15 443 37527
tcp 10.0.3.15 106.39.171.84 60610 443
tcp 106.39.171.84 10.0.3.15 443 60610
tcp 10.0.3.15 106.39.169.66 60187 80
tcp 106.39.169.66 10.0.3.15 80 60187
tcp 10.0.3.15 106.39.171.84 35747 443
tcp 106.39.171.84 10.0.3.15 443 35747
tcp 10.0.3.15 106.39.171.84 52503 443
tcp 106.39.171.84 10.0.3.15 443 52503
tcp 10.0.3.15 106.39.169.66 40486 80
tcp 10.0.3.15 106.39.169.66 36545 80
tcp 10.0.3.15 106.39.169.66 53068 80
tcp 106.39.169.66 10.0.3.15 80 36545
tcp 106.39.169.66 10.0.3.15 80 40486
tcp 106.39.169.66 10.0.3.15 80 53068
udp 10.0.3.15 202.113.16.10 46565 53
udp 202.113.16.10 10.0.3.15 53 46565
tcp 10.0.3.15 106.39.171.84 37255 443
tcp 106.39.171.84 10.0.3.15 443 37255
tcp 10.0.3.15 106.39.169.66 52186 80
tcp 106.39.169.66 10.0.3.15 80 52186
tcp 10.0.3.15 106.39.171.84 53396 443
tcp 106.39.171.84 10.0.3.15 443 53396
tcp 10.0.3.15 106.39.169.66 49802 80
tcp 10.0.3.15 106.39.169.66 52047 80
tcp 106.39.169.66 10.0.3.15 80 49802
tcp 106.39.169.66 10.0.3.15 80 52047
tcp 10.0.3.15 106.39.169.66 56603 80
tcp 106.39.169.66 10.0.3.15 80 56603
tcp 10.0.3.15 106.39.171.84 36536 443
tcp 106.39.171.84 10.0.3.15 443 36536
tcp 10.0.3.15 106.39.169.66 48623 80
tcp 106.39.169.66 10.0.3.15 80 48623
tcp 10.0.3.15 106.39.171.84 58248 443
tcp 106.39.171.84 10.0.3.15 443 58248
tcp 10.0.3.15 106.39.169.66 58747 80
tcp 10.0.3.15 106.39.169.66 46240 80
tcp 106.39.169.66 10.0.3.15 80 58747
tcp 106.39.169.66 10.0.3.15 80 46240
tcp 10.0.3.15 106.39.169.66 47295 80
tcp 106.39.169.66 10.0.3.15 80 47295
tcp 10.0.3.15 106.39.171.84 43303 443
tcp 106.39.171.84 10.0.3.15 443 43303
tcp 10.0.3.15 106.39.169.66 43422 80
tcp 106.39.169.66 10.0.3.15 80 43422
tcp 10.0.3.15 106.39.171.84 44990 443
tcp 106.39.171.84 10.0.3.15 443 44990
udp 10.0.3.15 202.113.16.10 57476 53
tcp 10.0.3.15 58.83.230.158 51988 443
udp 10.0.3.15 202.113.16.10 24410 53
udp 202.113.16.10 10.0.3.15 53 57476
tcp 10.0.3.15 150.138.120.1 56053 80
tcp 58.83.230.158 10.0.3.15 443 51988
udp 202.113.16.10 10.0.3.15 53 24410
tcp 10.0.3.15 150.138.120.1 50931 80
tcp 150.138.120.1 10.0.3.15 80 56053
tcp 150.138.120.1 10.0.3.15 80 50931
tcp 10.0.3.15 106.39.169.66 52043 80
tcp 10.0.3.15 106.39.169.66 39201 80
tcp 106.39.169.66 10.0.3.15 80 39201
tcp 106.39.169.66 10.0.3.15 80 52043
tcp 10.0.3.15 106.39.169.66 49865 80
tcp 106.39.169.66 10.0.3.15 80 49865
tcp 10.0.3.15 106.39.171.84 42759 443
tcp 106.39.171.84 10.0.3.15 443 42759
tcp 10.0.3.15 106.39.169.66 36704 80
tcp 106.39.169.66 10.0.3.15 80 36704
tcp 10.0.3.15 106.39.171.84 50159 443
tcp 106.39.171.84 10.0.3.15 443 50159
tcp 10.0.3.15 58.83.230.158 37632 443
udp 10.0.3.15 202.113.16.10 1194 53
udp 202.113.16.10 10.0.3.15 53 1194
tcp 10.0.3.15 106.39.169.231 45387 80
tcp 58.83.230.158 10.0.3.15 443 37632
tcp 106.39.169.231 10.0.3.15 80 45387
tcp 10.0.3.15 106.39.169.231 38502 80
tcp 106.39.169.231 10.0.3.15 80 38502
tcp 10.0.3.15 106.39.171.84 38340 443
tcp 106.39.171.84 10.0.3.15 443 38340
tcp 10.0.3.15 106.39.171.84 60387 443
tcp 106.39.171.84 10.0.3.15 443 60387
tcp 10.0.3.15 106.39.171.84 60415 443
tcp 106.39.171.84 10.0.3.15 443 60415
tcp 10.0.3.15 106.39.171.84 37191 443
tcp 106.39.171.84 10.0.3.15 443 37191
tcp 10.0.3.15 106.39.169.231 49520 443
tcp 106.39.169.231 10.0.3.15 443 49520
tcp 10.0.3.15 106.39.169.231 46578 443
tcp 106.39.169.231 10.0.3.15 443 46578
tcp 10.0.3.15 106.39.171.84 52321 443
tcp 106.39.171.84 10.0.3.15 443 52321
tcp 10.0.3.15 106.39.171.84 56763 443
tcp 106.39.171.84 10.0.3.15 443 56763
tcp 10.0.3.15 106.39.169.231 56141 443
tcp 106.39.169.231 10.0.3.15 443 56141
tcp 10.0.3.15 106.39.169.231 59977 443
tcp 10.0.3.15 106.39.171.84 58334 443
tcp 106.39.169.231 10.0.3.15 443 59977
tcp 106.39.171.84 10.0.3.15 443 58334
tcp 10.0.3.15 106.39.171.84 42351 443
tcp 106.39.171.84 10.0.3.15 443 42351
tcp 10.0.3.15 106.39.171.84 48812 443
tcp 106.39.171.84 10.0.3.15 443 48812
tcp 10.0.3.15 106.39.171.84 48838 443
tcp 106.39.171.84 10.0.3.15 443 48838
tcp 10.0.3.15 106.39.171.84 54816 443
tcp 106.39.171.84 10.0.3.15 443 54816
tcp 10.0.3.15 106.39.171.84 60046 443
tcp 106.39.171.84 10.0.3.15 443 60046
tcp 10.0.3.15 106.39.171.84 55826 443
tcp 106.39.171.84 10.0.3.15 443 55826
tcp 10.0.3.15 106.39.171.84 38465 443
tcp 106.39.171.84 10.0.3.15 443 38465
tcp 10.0.3.15 106.39.171.84 49045 443
tcp 106.39.171.84 10.0.3.15 443 49045
tcp 10.0.3.15 106.39.171.84 57393 443
tcp 106.39.171.84 10.0.3.15 443 57393
tcp 10.0.3.15 106.39.171.84 37226 443
tcp 106.39.171.84 10.0.3.15 443 37226
tcp 10.0.3.15 106.39.171.84 59200 443
tcp 106.39.171.84 10.0.3.15 443 59200
tcp 10.0.3.15 106.39.171.84 51946 443
tcp 106.39.171.84 10.0.3.15 443 51946
tcp 10.0.3.15 106.39.171.84 41252 443
tcp 106.39.171.84 10.0.3.15 443 41252
tcp 10.0.3.15 106.39.171.84 54409 443
tcp 106.39.171.84 10.0.3.15 443 54409
tcp 10.0.3.15 106.39.171.84 59387 443
tcp 106.39.171.84 10.0.3.15 443 59387
tcp 10.0.3.15 106.39.171.84 58913 443
tcp 106.39.171.84 10.0.3.15 443 58913
udp 10.0.3.15 202.113.16.10 1246 53
udp 10.0.3.15 202.113.16.10 6767 53
udp 202.113.16.10 10.0.3.15 53 1246
tcp 10.0.3.15 124.160.127.200 56098 80
udp 202.113.16.10 10.0.3.15 53 6767
tcp 10.0.3.15 124.160.127.194 54054 80
tcp 124.160.127.200 10.0.3.15 80 56098
tcp 124.160.127.194 10.0.3.15 80 54054
tcp 10.0.3.15 106.39.171.84 36741 443
tcp 106.39.171.84 10.0.3.15 443 36741
udp 10.0.3.15 192.168.3.1 44123 137
udp 10.0.3.15 192.168.3.2 44123 137
udp 10.0.3.15 192.168.3.3 44123 137
udp 10.0.3.15 192.168.3.5 44123 137
udp 10.0.3.15 192.168.3.6 44123 137
udp 10.0.3.15 192.168.3.7 44123 137
udp 10.0.3.15 192.168.3.8 44123 137
udp 10.0.3.15 192.168.3.9 44123 137
udp 10.0.3.15 192.168.3.4 44123 137
udp 10.0.3.15 192.168.3.10 44123 137
udp 10.0.3.15 192.168.3.11 44123 137
udp 10.0.3.15 192.168.3.12 44123 137
udp 10.0.3.15 192.168.3.13 44123 137
udp 10.0.3.15 192.168.3.14 44123 137
udp 10.0.3.15 192.168.3.15 44123 137
udp 10.0.3.15 192.168.3.16 44123 137
udp 10.0.3.15 192.168.3.17 44123 137
udp 10.0.3.15 192.168.3.18 44123 137
udp 10.0.3.15 192.168.3.19 44123 137
udp 10.0.3.15 192.168.3.20 44123 137
udp 10.0.3.15 192.168.3.21 44123 137
udp 10.0.3.15 192.168.3.22 44123 137
udp 10.0.3.15 192.168.3.23 44123 137
udp 10.0.3.15 192.168.3.24 44123 137
udp 10.0.3.15 192.168.3.26 44123 137
udp 10.0.3.15 192.168.3.27 44123 137
udp 10.0.3.15 192.168.3.25 44123 137
udp 10.0.3.15 192.168.3.28 44123 137
udp 10.0.3.15 192.168.3.29 44123 137
udp 10.0.3.15 192.168.3.30 44123 137
udp 10.0.3.15 192.168.3.31 44123 137
udp 10.0.3.15 192.168.3.32 44123 137
udp 10.0.3.15 192.168.3.33 44123 137
udp 10.0.3.15 192.168.3.34 44123 137
udp 10.0.3.15 192.168.3.35 44123 137
udp 10.0.3.15 192.168.3.36 44123 137
udp 10.0.3.15 192.168.3.37 44123 137
udp 10.0.3.15 192.168.3.38 44123 137
udp 10.0.3.15 192.168.3.39 44123 137
udp 10.0.3.15 192.168.3.40 44123 137
udp 10.0.3.15 192.168.3.41 44123 137
udp 10.0.3.15 192.168.3.42 44123 137
udp 10.0.3.15 192.168.3.43 44123 137
udp 10.0.3.15 192.168.3.44 44123 137
udp 10.0.3.15 192.168.3.45 44123 137
udp 10.0.3.15 192.168.3.46 44123 137
udp 10.0.3.15 192.168.3.47 44123 137
udp 10.0.3.15 192.168.3.48 44123 137
udp 10.0.3.15 192.168.3.49 44123 137
udp 10.0.3.15 192.168.3.51 44123 137
udp 10.0.3.15 192.168.3.52 44123 137
udp 10.0.3.15 192.168.3.50 44123 137
udp 10.0.3.15 192.168.3.53 44123 137
udp 10.0.3.15 192.168.3.54 44123 137
udp 10.0.3.15 192.168.3.55 44123 137
udp 10.0.3.15 192.168.3.56 44123 137
udp 10.0.3.15 192.168.3.57 44123 137
udp 10.0.3.15 192.168.3.58 44123 137
udp 10.0.3.15 192.168.3.59 44123 137
udp 10.0.3.15 192.168.3.60 44123 137
udp 10.0.3.15 192.168.3.61 44123 137
udp 10.0.3.15 192.168.3.62 44123 137
udp 10.0.3.15 192.168.3.63 44123 137
udp 10.0.3.15 192.168.3.64 44123 137
udp 10.0.3.15 192.168.3.65 44123 137
udp 10.0.3.15 192.168.3.66 44123 137
udp 10.0.3.15 192.168.3.67 44123 137
udp 10.0.3.15 192.168.3.68 44123 137
udp 10.0.3.15 192.168.3.69 44123 137
udp 10.0.3.15 192.168.3.70 44123 137
udp 10.0.3.15 192.168.3.71 44123 137
udp 10.0.3.15 192.168.3.72 44123 137
udp 10.0.3.15 192.168.3.73 44123 137
udp 10.0.3.15 192.168.3.74 44123 137
udp 10.0.3.15 192.168.3.76 44123 137
udp 10.0.3.15 192.168.3.75 44123 137
udp 10.0.3.15 192.168.3.77 44123 137
udp 10.0.3.15 192.168.3.78 44123 137
udp 10.0.3.15 192.168.3.80 44123 137
udp 10.0.3.15 192.168.3.81 44123 137
udp 10.0.3.15 192.168.3.79 44123 137
udp 10.0.3.15 192.168.3.82 44123 137
udp 10.0.3.15 192.168.3.83 44123 137
udp 10.0.3.15 192.168.3.84 44123 137
udp 10.0.3.15 192.168.3.86 44123 137
udp 10.0.3.15 192.168.3.87 44123 137
udp 10.0.3.15 192.168.3.85 44123 137
udp 10.0.3.15 192.168.3.88 44123 137
udp 10.0.3.15 192.168.3.90 44123 137
udp 10.0.3.15 192.168.3.89 44123 137
udp 10.0.3.15 192.168.3.91 44123 137
udp 10.0.3.15 192.168.3.92 44123 137
udp 10.0.3.15 192.168.3.93 44123 137
udp 10.0.3.15 192.168.3.94 44123 137
udp 10.0.3.15 192.168.3.95 44123 137
udp 10.0.3.15 192.168.3.96 44123 137
udp 10.0.3.15 192.168.3.97 44123 137
udp 10.0.3.15 192.168.3.98 44123 137
udp 10.0.3.15 192.168.3.99 44123 137
udp 10.0.3.15 192.168.3.100 44123 137
udp 10.0.3.15 192.168.3.101 44123 137
udp 10.0.3.15 192.168.3.102 44123 137
udp 10.0.3.15 192.168.3.103 44123 137
udp 10.0.3.15 192.168.3.104 44123 137
udp 10.0.3.15 192.168.3.106 44123 137
udp 10.0.3.15 192.168.3.105 44123 137
udp 10.0.3.15 192.168.3.107 44123 137
udp 10.0.3.15 192.168.3.108 44123 137
udp 10.0.3.15 192.168.3.109 44123 137
udp 10.0.3.15 192.168.3.110 44123 137
udp 10.0.3.15 192.168.3.111 44123 137
udp 10.0.3.15 192.168.3.112 44123 137
udp 10.0.3.15 192.168.3.113 44123 137
udp 10.0.3.15 192.168.3.114 44123 137
udp 10.0.3.15 192.168.3.116 44123 137
udp 10.0.3.15 192.168.3.115 44123 137
udp 10.0.3.15 192.168.3.117 44123 137
udp 10.0.3.15 192.168.3.118 44123 137
udp 10.0.3.15 192.168.3.119 44123 137
udp 10.0.3.15 192.168.3.121 44123 137
udp 10.0.3.15 192.168.3.122 44123 137
udp 10.0.3.15 192.168.3.120 44123 137
udp 10.0.3.15 192.168.3.123 44123 137
udp 10.0.3.15 192.168.3.124 44123 137
udp 10.0.3.15 192.168.3.125 44123 137
udp 10.0.3.15 192.168.3.126 44123 137
udp 10.0.3.15 192.168.3.127 44123 137
udp 10.0.3.15 192.168.3.128 44123 137
udp 10.0.3.15 192.168.3.129 44123 137
udp 10.0.3.15 192.168.3.130 44123 137
udp 10.0.3.15 192.168.3.131 44123 137
udp 10.0.3.15 192.168.3.132 44123 137
udp 10.0.3.15 192.168.3.133 44123 137
udp 10.0.3.15 192.168.3.134 44123 137
udp 10.0.3.15 192.168.3.135 44123 137
udp 10.0.3.15 192.168.3.136 44123 137
udp 10.0.3.15 192.168.3.137 44123 137
udp 10.0.3.15 192.168.3.138 44123 137
udp 10.0.3.15 192.168.3.139 44123 137
udp 10.0.3.15 192.168.3.140 44123 137
udp 10.0.3.15 192.168.3.141 44123 137
udp 10.0.3.15 192.168.3.142 44123 137
udp 10.0.3.15 192.168.3.143 44123 137
udp 10.0.3.15 192.168.3.144 44123 137
udp 10.0.3.15 192.168.3.145 44123 137
udp 10.0.3.15 192.168.3.146 44123 137
udp 10.0.3.15 192.168.3.147 44123 137
udp 10.0.3.15 192.168.3.148 44123 137
udp 10.0.3.15 192.168.3.149 44123 137
udp 10.0.3.15 192.168.3.150 44123 137
udp 10.0.3.15 192.168.3.151 44123 137
udp 10.0.3.15 192.168.3.152 44123 137
udp 10.0.3.15 192.168.3.153 44123 137
udp 10.0.3.15 192.168.3.154 44123 137
udp 10.0.3.15 192.168.3.155 44123 137
udp 10.0.3.15 192.168.3.156 44123 137
udp 10.0.3.15 192.168.3.157 44123 137
udp 10.0.3.15 192.168.3.158 44123 137
udp 10.0.3.15 192.168.3.159 44123 137
udp 10.0.3.15 192.168.3.160 44123 137
udp 10.0.3.15 192.168.3.161 44123 137
udp 10.0.3.15 192.168.3.162 44123 137
udp 10.0.3.15 192.168.3.163 44123 137
udp 10.0.3.15 192.168.3.165 44123 137
udp 10.0.3.15 192.168.3.164 44123 137
udp 10.0.3.15 192.168.3.166 44123 137
udp 10.0.3.15 192.168.3.167 44123 137
udp 10.0.3.15 192.168.3.168 44123 137
udp 10.0.3.15 192.168.3.169 44123 137
udp 10.0.3.15 192.168.3.170 44123 137
udp 10.0.3.15 192.168.3.171 44123 137
udp 10.0.3.15 192.168.3.172 44123 137
udp 10.0.3.15 192.168.3.173 44123 137
udp 10.0.3.15 192.168.3.174 44123 137
udp 10.0.3.15 192.168.3.175 44123 137
udp 10.0.3.15 192.168.3.176 44123 137
udp 10.0.3.15 192.168.3.177 44123 137
udp 10.0.3.15 192.168.3.178 44123 137
udp 10.0.3.15 192.168.3.179 44123 137
udp 10.0.3.15 192.168.3.180 44123 137
udp 10.0.3.15 192.168.3.181 44123 137
udp 10.0.3.15 192.168.3.182 44123 137
udp 10.0.3.15 192.168.3.183 44123 137
udp 10.0.3.15 192.168.3.184 44123 137
udp 10.0.3.15 192.168.3.185 44123 137
udp 10.0.3.15 192.168.3.186 44123 137
udp 10.0.3.15 192.168.3.187 44123 137
udp 10.0.3.15 192.168.3.188 44123 137
udp 10.0.3.15 192.168.3.189 44123 137
udp 10.0.3.15 192.168.3.190 44123 137
udp 10.0.3.15 192.168.3.191 44123 137
udp 10.0.3.15 192.168.3.192 44123 137
udp 10.0.3.15 192.168.3.194 44123 137
udp 10.0.3.15 192.168.3.193 44123 137
udp 10.0.3.15 192.168.3.195 44123 137
udp 10.0.3.15 192.168.3.197 44123 137
udp 10.0.3.15 192.168.3.196 44123 137
udp 10.0.3.15 192.168.3.198 44123 137
udp 10.0.3.15 192.168.3.199 44123 137
udp 10.0.3.15 192.168.3.200 44123 137
udp 10.0.3.15 192.168.3.201 44123 137
udp 10.0.3.15 192.168.3.202 44123 137
udp 10.0.3.15 192.168.3.203 44123 137
udp 10.0.3.15 192.168.3.204 44123 137
udp 10.0.3.15 192.168.3.205 44123 137
udp 10.0.3.15 192.168.3.206 44123 137
udp 10.0.3.15 192.168.3.207 44123 137
udp 10.0.3.15 192.168.3.209 44123 137
udp 10.0.3.15 192.168.3.210 44123 137
udp 10.0.3.15 192.168.3.211 44123 137
udp 10.0.3.15 192.168.3.212 44123 137
udp 10.0.3.15 192.168.3.213 44123 137
udp 10.0.3.15 192.168.3.214 44123 137
udp 10.0.3.15 192.168.3.215 44123 137
udp 10.0.3.15 192.168.3.216 44123 137
udp 10.0.3.15 192.168.3.217 44123 137
udp 10.0.3.15 192.168.3.218 44123 137
udp 10.0.3.15 192.168.3.219 44123 137
udp 10.0.3.15 192.168.3.220 44123 137
udp 10.0.3.15 192.168.3.221 44123 137
udp 10.0.3.15 192.168.3.222 44123 137
udp 10.0.3.15 192.168.3.223 44123 137
udp 10.0.3.15 192.168.3.224 44123 137
udp 10.0.3.15 192.168.3.225 44123 137
udp 10.0.3.15 192.168.3.226 44123 137
udp 10.0.3.15 192.168.3.227 44123 137
udp 10.0.3.15 192.168.3.228 44123 137
udp 10.0.3.15 192.168.3.229 44123 137
udp 10.0.3.15 192.168.3.230 44123 137
udp 10.0.3.15 192.168.3.231 44123 137
udp 10.0.3.15 192.168.3.208 44123 137
udp 10.0.3.15 192.168.3.233 44123 137
udp 10.0.3.15 192.168.3.234 44123 137
udp 10.0.3.15 192.168.3.232 44123 137
udp 10.0.3.15 192.168.3.235 44123 137
udp 10.0.3.15 192.168.3.236 44123 137
udp 10.0.3.15 192.168.3.237 44123 137
udp 10.0.3.15 192.168.3.238 44123 137
udp 10.0.3.15 192.168.3.239 44123 137
udp 10.0.3.15 192.168.3.240 44123 137
udp 10.0.3.15 192.168.3.242 44123 137
udp 10.0.3.15 192.168.3.243 44123 137
udp 10.0.3.15 192.168.3.244 44123 137
udp 10.0.3.15 192.168.3.245 44123 137
udp 10.0.3.15 192.168.3.246 44123 137
udp 10.0.3.15 192.168.3.247 44123 137
udp 10.0.3.15 192.168.3.248 44123 137
udp 10.0.3.15 192.168.3.249 44123 137
udp 10.0.3.15 192.168.3.250 44123 137
udp 10.0.3.15 192.168.3.251 44123 137
udp 10.0.3.15 192.168.3.252 44123 137
udp 10.0.3.15 192.168.3.253 44123 137
udp 10.0.3.15 192.168.3.254 44123 137
udp 10.0.3.15 192.168.3.241 44123 137
tcp 10.0.3.15 106.39.171.84 41711 443
tcp 106.39.171.84 10.0.3.15 443 41711
tcp 10.0.3.15 106.39.171.84 34444 443
tcp 106.39.171.84 10.0.3.15 443 34444
