protocol " srcip" " dstip" " sport" " dport" " min_data_ip" " q1_data_ip" " med_data_ip" mean_data_ip q3_data_ip " max_data_ip" var_data_ip " min_data_wire" " q1_data_wire" " med_data_wire" mean_data_wire q3_data_wire " max_data_wire" var_data_wire min_data_control q1_data_control med_data_control mean_data_control q3_data_control max_data_control var_data_control total_packets ack_pkts_sent pure_acks_sent actual_data_bytes pushed_data_pkts SYN_pkts_sent FIN_pkts_sent urgent_data_pkts max_win_adv min_win_adv zero_win_adv avg_win_adv
tcp 10.0.3.15 123.246.194.118 48492 443 40 40 40 69 40 445 9569 58 58 58 87 58 463 9569 5 5 5 5 5 5 0 57 56 49 7 6 1 1 0 65320 14600 0 56120
tcp 123.246.194.118 10.0.3.15 443 48492 40 453 1460 1103 1460 1460 331472 58 453 1478 1121 1478 1478 331472 5 5 5 5 5 5 0 99 99 7 90 20 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 123.246.194.118 36278 443 40 40 40 88 40 445 13801 58 58 58 106 58 463 13801 5 5 5 5 5 5 0 18 17 12 5 4 1 1 0 58220 14600 0 35791
tcp 123.246.194.118 10.0.3.15 443 36278 40 62 742 781 62 1460 445663 58 80 760 799 80 1478 445663 5 5 5 5 5 5 0 25 25 5 18 6 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 121.17.123.141 55946 443 40 40 40 71 40 461 10791 58 58 58 89 58 479 10791 5 5 5 5 5 5 0 104 103 93 11 10 1 1 0 65320 14600 0 60684
tcp 10.0.3.15 121.17.123.141 33051 443 40 40 40 57 40 461 5705 58 58 58 75 58 479 5705 5 5 5 5 5 5 0 78 77 71 6 5 1 1 0 65320 14600 0 58683
tcp 121.17.123.141 10.0.3.15 443 55946 40 1249 1460 1164 1460 1460 278836 58 1249 1478 1182 1478 1478 278836 5 5 5 5 5 5 0 147 147 10 135 31 1 1 0 65535 65535 0 65535
tcp 121.17.123.141 10.0.3.15 443 33051 40 1034 1460 1125 1034 1460 337270 58 1052 1478 1143 1052 1478 337270 5 5 5 5 5 5 0 146 146 6 138 30 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.172 39108 443 40 40 40 123 40 925 40297 58 40 58 141 58 943 40297 5 5 5 5 5 5 0 283 282 238 44 43 1 1 0 65320 14600 0 62900
tcp 154.8.131.172 10.0.3.15 443 39108 40 80 1460 879 1460 1460 425801 58 80 1478 897 1478 1478 425801 5 5 5 5 5 5 0 295 295 44 249 99 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 39133 443 40 40 68 285 40 1500 191969 58 58 86 303 58 1518 191969 5 5 5 5 5 5 0 10 9 3 6 4 1 1 0 16385 14600 0 15513
tcp 154.8.131.171 10.0.3.15 443 39133 40 40 40 111 40 605 28929 58 58 58 129 58 623 28929 5 5 5 5 5 5 0 10 10 6 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 50219 443 40 40 60 255 40 1421 187631 58 58 78 273 58 1439 187631 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.171 10.0.3.15 443 50219 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 36398 443 40 40 60 255 40 1421 187631 58 58 78 273 58 1439 187631 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.171 10.0.3.15 443 36398 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 41668 443 40 40 60 250 40 1373 175422 58 58 78 268 58 1391 175422 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.171 10.0.3.15 443 41668 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.41 39473 53 63 63 63 63 63 63 0 81 63 81 81 81 81 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.41 10.0.3.15 53 39473 153 153 153 153 153 153 0 171 153 171 171 171 171 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 111.32.143.148 47707 443 40 40 40 68 40 445 9910 58 40 58 86 58 463 9910 5 5 5 5 5 5 0 127 126 114 12 11 1 1 0 65320 14600 0 59757
tcp 10.0.3.15 119.29.29.29 60131 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
tcp 111.32.143.148 10.0.3.15 443 47707 40 203 1460 1009 203 1460 365457 58 221 1478 1027 221 1478 365457 5 5 5 5 5 5 0 142 142 12 128 48 1 1 0 65535 65535 0 65535
tcp 119.29.29.29 10.0.3.15 80 60131 40 40 40 71 40 192 3651 58 58 58 89 58 210 3651 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 53286 443 40 40 60 259 40 1453 196023 58 58 78 277 58 1471 196023 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.171 10.0.3.15 443 53286 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 36930 443 40 40 50 249 40 877 107748 58 58 68 267 58 895 107748 5 5 5 5 5 5 0 14 13 6 7 6 1 1 0 19350 14600 0 17069
tcp 154.8.131.165 10.0.3.15 443 36930 40 40 40 208 40 781 79739 58 58 58 226 58 799 79739 5 5 5 5 5 5 0 13 13 7 4 4 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 119.29.29.29 45089 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
tcp 119.29.29.29 10.0.3.15 80 45089 40 40 40 81 40 240 6339 58 58 58 99 58 258 6339 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 35141 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17537 14600 0 16058
tcp 154.8.131.165 10.0.3.15 443 35141 40 40 40 206 40 1389 176834 58 58 58 224 58 1407 176834 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 40438 443 40 40 40 106 40 605 24868 58 58 58 124 58 623 24868 5 5 5 5 5 5 0 16 15 10 5 4 1 1 0 49700 14600 0 30502
tcp 154.8.131.165 10.0.3.15 443 40438 40 42 709 774 42 1460 448650 58 60 727 792 60 1478 448650 5 5 5 5 5 5 0 21 21 5 14 4 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 32785 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17537 14600 0 16058
tcp 154.8.131.165 10.0.3.15 443 32785 40 40 40 206 40 1389 176834 58 58 58 224 58 1407 176834 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 43861 443 40 40 50 141 40 557 31377 58 58 68 159 58 575 31377 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17119 14600 0 15891
tcp 10.0.3.15 154.8.131.165 56453 443 40 40 40 135 99 589 31928 58 40 58 153 117 607 31928 5 5 5 5 5 5 0 11 10 5 5 4 1 1 0 21300 14600 0 17645
tcp 10.0.3.15 154.8.131.165 57235 443 40 40 50 144 40 589 34130 58 58 68 162 58 607 34130 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17043 14600 0 15860
tcp 10.0.3.15 154.8.131.165 59458 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 18460 14600 0 16427
tcp 10.0.3.15 154.8.131.165 49262 443 40 40 40 133 99 573 30628 58 40 58 151 117 591 30628 5 5 5 5 5 5 0 11 10 5 5 4 1 1 0 18460 14600 0 16612
tcp 154.8.131.165 10.0.3.15 443 56453 40 40 40 293 185 1460 245821 58 40 58 311 203 1478 245821 5 5 5 5 5 5 0 11 11 5 4 3 1 1 0 65535 65535 0 65535
tcp 154.8.131.165 10.0.3.15 443 43861 40 40 40 157 40 941 78927 58 58 58 175 58 959 78927 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 56512 443 40 40 40 132 99 557 29371 58 40 58 150 117 575 29371 5 5 5 5 5 5 0 11 10 5 5 4 1 1 0 18460 14600 0 16612
tcp 154.8.131.165 10.0.3.15 443 59458 40 40 40 201 40 1460 177991 58 58 58 219 58 1478 177991 5 5 5 5 5 5 0 10 10 5 3 2 1 1 0 65535 65535 0 65535
tcp 154.8.131.165 10.0.3.15 443 57235 40 40 40 139 40 781 53568 58 58 58 157 58 799 53568 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 33140 443 40 40 40 133 99 573 30628 58 40 58 151 117 591 30628 5 5 5 5 5 5 0 11 10 5 5 4 1 1 0 21300 14600 0 17645
tcp 154.8.131.165 10.0.3.15 443 49262 40 40 42 203 40 1460 177494 58 58 60 221 58 1478 177494 5 5 5 5 5 5 0 10 10 5 4 3 1 0 0 65535 65535 0 65535
tcp 154.8.131.165 10.0.3.15 443 56512 40 40 40 194 121 1460 162360 58 40 58 212 139 1478 162360 5 5 5 5 5 5 0 11 11 5 4 3 1 1 0 65535 65535 0 65535
tcp 154.8.131.165 10.0.3.15 443 33140 40 40 40 265 185 1460 202804 58 40 58 283 203 1478 202804 5 5 5 5 5 5 0 11 11 5 4 3 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 111.32.143.148 41848 443 40 40 40 63 40 461 8197 58 40 58 81 58 479 8197 5 5 5 5 5 5 0 91 90 82 8 7 1 1 0 65320 14600 0 58948
tcp 111.32.143.148 10.0.3.15 443 41848 40 666 1460 1131 666 1460 314528 58 684 1478 1149 684 1478 314528 5 5 5 5 5 5 0 161 161 8 151 41 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 119.29.29.29 43404 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
tcp 10.0.3.15 123.246.194.118 47538 443 40 40 40 65 40 445 8606 58 58 58 83 58 463 8606 5 5 5 5 5 5 0 82 81 73 8 7 1 1 0 65320 14600 0 58596
tcp 119.29.29.29 10.0.3.15 80 43404 40 40 40 71 40 192 3651 58 58 58 89 58 210 3651 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 123.246.194.118 51793 443 40 40 40 76 40 445 12378 58 58 58 94 58 463 12378 5 5 5 5 5 5 0 144 143 127 16 15 1 1 0 65320 14600 0 61382
tcp 10.0.3.15 119.29.29.29 59811 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
tcp 119.29.29.29 10.0.3.15 80 59811 40 40 40 129 40 481 30978 58 58 58 147 58 499 30978 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 123.246.194.118 59479 443 40 40 40 56 40 445 5210 58 58 58 74 58 463 5210 5 5 5 5 5 5 0 53 52 47 5 4 1 1 0 65320 14600 0 55291
tcp 123.246.194.118 10.0.3.15 443 47538 40 276 1460 1103 276 1460 344474 58 294 1478 1121 294 1478 344474 5 5 5 5 5 5 0 154 154 8 144 35 1 1 0 65535 65535 0 65535
tcp 123.246.194.118 10.0.3.15 443 51793 40 160 1460 969 160 1460 401859 58 178 1478 987 178 1478 401859 5 5 5 5 5 5 0 178 178 16 160 52 1 1 0 65535 65535 0 65535
tcp 123.246.194.118 10.0.3.15 443 59479 40 200 1460 1055 200 1460 369222 58 218 1478 1073 218 1478 369222 5 5 5 5 5 5 0 96 96 5 89 23 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 123.246.194.118 55009 443 40 40 40 64 40 445 8138 58 58 58 82 58 463 8138 5 5 5 5 5 5 0 52 51 45 6 5 1 1 0 65320 14600 0 54607
tcp 123.246.194.118 10.0.3.15 443 55009 40 210 1460 1053 210 1460 364871 58 228 1478 1071 228 1478 364871 5 5 5 5 5 5 0 93 93 6 85 22 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 121.17.123.141 55104 443 40 40 40 60 40 461 6683 58 58 58 78 58 479 6683 5 5 5 5 5 5 0 66 65 60 6 5 1 1 0 65320 14600 0 55997
tcp 10.0.3.15 121.17.123.141 35864 443 40 40 40 72 40 461 10618 58 58 58 90 58 479 10618 5 5 5 5 5 5 0 40 39 34 6 5 1 1 0 65320 14600 0 52955
tcp 121.17.123.141 10.0.3.15 443 55104 40 200 1460 1083 1460 1460 360969 58 200 1478 1101 1478 1478 360969 5 5 5 5 5 5 0 119 119 5 112 27 1 1 0 65535 65535 0 65535
tcp 121.17.123.141 10.0.3.15 443 35864 40 1460 1460 1156 1460 1460 310858 58 1478 1478 1174 1478 1478 310858 5 5 5 5 5 5 0 68 68 5 61 9 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 46940 443 40 40 77 283 425 1500 173004 58 40 95 301 443 1518 173004 5 5 5 5 5 5 0 11 10 3 7 5 1 1 0 16385 14600 0 15516
tcp 154.8.131.171 10.0.3.15 443 46940 40 40 40 105 44 605 26720 58 40 58 123 62 623 26720 5 5 5 5 5 5 0 11 11 7 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 34428 443 40 40 40 119 40 621 37549 58 40 58 137 58 639 37549 5 5 5 5 5 5 0 207 206 174 32 31 1 1 0 65320 14600 0 60914
tcp 10.0.3.15 154.8.131.165 60776 443 40 40 40 136 99 605 33270 58 40 58 154 117 623 33270 5 5 5 5 5 5 0 11 9 4 5 4 1 0 0 21300 0 1 15967
tcp 154.8.131.165 10.0.3.15 443 34428 40 120 1460 932 120 1460 411092 58 138 1478 950 138 1478 411092 5 5 5 5 5 5 0 218 218 32 184 66 1 1 0 65535 65535 0 65535
tcp 154.8.131.165 10.0.3.15 443 60776 40 40 40 283 185 1460 229497 58 40 58 301 203 1478 229497 5 5 5 5 5 5 0 11 11 4 4 3 1 1 0 65535 0 1 59577
tcp 10.0.3.15 154.8.131.171 47996 443 40 40 68 255 40 1357 154737 58 58 86 273 58 1375 154737 5 5 5 5 5 5 0 10 9 3 6 5 1 1 0 16385 14600 0 15513
tcp 154.8.131.171 10.0.3.15 443 47996 40 40 40 111 40 605 28929 58 58 58 129 58 623 28929 5 5 5 5 5 5 0 10 10 6 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 121.17.123.141 33162 443 40 40 40 71 40 429 10582 58 58 58 89 58 447 10582 5 5 5 5 5 5 0 117 116 104 12 11 1 1 0 65320 14600 0 58990
tcp 121.17.123.141 10.0.3.15 443 33162 40 120 1395 857 1460 1460 417037 58 120 1413 875 1478 1478 417037 5 5 5 5 5 5 0 119 119 12 105 51 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 48792 443 40 40 60 255 40 1421 187631 58 58 78 273 58 1439 187631 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.171 10.0.3.15 443 48792 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.41 7535 53 64 64 64 64 64 64 0 82 64 82 82 82 82 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.41 10.0.3.15 53 7535 112 112 112 112 112 112 0 130 112 130 130 130 130 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 154.8.131.165 34781 443 40 40 60 255 40 1421 187631 58 58 78 273 58 1439 187631 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.165 10.0.3.15 443 34781 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.165 51282 443 40 40 60 248 40 1357 171454 58 58 78 266 58 1375 171454 5 5 5 5 5 5 0 9 8 3 5 4 1 1 0 16385 14600 0 15510
tcp 154.8.131.165 10.0.3.15 443 51282 40 40 40 119 40 605 31514 58 58 58 137 58 623 31514 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.41 10177 53 66 66 66 66 66 66 0 84 66 84 84 84 84 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 10.0.3.15 202.113.16.41 1903 53 67 67 67 67 67 67 0 85 67 85 85 85 85 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 10.0.3.15 202.113.16.41 1199 53 63 63 63 63 63 63 0 81 63 81 81 81 81 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.41 10.0.3.15 53 1199 111 111 111 111 111 111 0 129 111 129 129 129 129 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 154.8.131.172 45041 443 40 40 40 168 40 765 61761 58 58 58 186 58 783 61761 5 5 5 5 5 5 0 14 13 7 6 5 1 1 0 28400 14600 0 21994
tcp 10.0.3.15 119.29.29.29 39947 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
tcp 154.8.131.172 10.0.3.15 443 45041 40 40 42 336 40 1460 239294 58 58 60 354 58 1478 239294 5 5 5 5 5 5 0 14 14 6 6 4 1 1 0 65535 65535 0 65535
tcp 119.29.29.29 10.0.3.15 80 39947 40 40 40 81 40 240 6339 58 58 58 99 58 258 6339 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
udp 202.113.16.41 10.0.3.15 53 1903 355 355 355 355 355 355 0 373 355 373 373 373 373 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 140.249.38.220 45854 80 40 40 40 120 40 419 22440 58 58 58 138 58 437 22440 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
udp 202.113.16.41 10.0.3.15 53 10177 320 320 320 320 320 320 0 338 320 338 338 338 338 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 124.238.243.14 46447 443 40 40 40 53 40 449 3853 58 58 58 71 58 467 3853 5 5 5 5 5 5 0 62 60 55 5 4 1 0 0 65320 0 1 56106
tcp 124.238.243.14 10.0.3.15 443 46447 40 1460 1460 1225 1460 1460 246275 58 1478 1478 1243 1478 1478 246275 5 5 5 5 5 5 0 114 114 4 108 16 1 0 0 65535 0 1 64960
tcp 140.249.38.220 10.0.3.15 80 45854 40 40 40 89 40 283 9373 58 58 58 107 58 301 9373 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 202.113.18.146 51420 80 40 40 40 41 40 470 319 58 58 58 59 58 488 319 5 5 5 5 5 5 0 580 575 573 2 1 1 0 0 65535 0 4 63147
tcp 202.113.18.146 10.0.3.15 80 51420 40 1460 1460 1351 1460 1460 125440 58 1478 1478 1369 1478 1478 125440 5 5 5 5 5 5 0 1333 1333 1 1323 171 1 0 0 65535 0 8 65142
tcp 10.0.3.15 124.238.243.14 41892 443 40 40 40 89 40 449 13359 58 58 58 107 58 467 13359 5 5 5 5 5 5 0 17 16 11 5 4 1 1 0 56800 14600 0 32550
tcp 124.238.243.14 10.0.3.15 443 41892 40 62 1165 811 62 1460 440794 58 80 1183 829 80 1478 440794 5 5 5 5 5 5 0 25 25 5 18 6 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 124.238.243.14 56796 443 40 40 40 51 40 449 3284 58 58 58 69 58 467 3284 5 5 5 5 5 5 0 76 75 71 5 4 1 0 0 65320 14600 0 57990
tcp 124.238.243.14 10.0.3.15 443 56796 40 160 1460 972 160 1460 419869 58 178 1478 990 178 1478 419869 5 5 5 5 5 5 0 161 161 3 146 44 1 0 0 65535 0 11 61057
udp 10.0.3.15 202.113.16.41 46299 53 69 69 69 69 69 69 0 87 69 87 87 87 87 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.41 10.0.3.15 53 46299 85 85 85 85 85 85 0 103 85 103 103 103 103 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 106.75.84.31 47659 443 40 40 40 129 40 893 48033 58 58 58 147 58 911 48033 5 5 5 5 5 5 0 16 13 8 5 4 1 1 0 34080 0 2 21908
tcp 106.75.84.31 10.0.3.15 443 47659 40 40 60 458 40 1460 351477 58 58 78 476 58 1478 351477 5 5 5 5 5 5 0 16 16 5 8 5 1 1 0 65535 0 1 61439
udp 10.0.3.15 202.113.16.41 61077 53 62 62 62 62 62 62 0 80 62 80 80 80 80 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.41 10.0.3.15 53 61077 110 110 110 110 110 110 0 128 110 128 128 128 128 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 154.8.131.165 56959 443 40 40 40 240 419 877 106321 58 40 58 258 437 895 106321 5 5 5 5 5 5 0 19 18 10 8 7 1 1 0 30960 14600 0 23755
tcp 154.8.131.165 10.0.3.15 443 56959 40 40 44 348 685 1460 215791 58 40 62 366 703 1478 215791 5 5 5 5 5 5 0 19 19 8 9 7 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 119.29.29.29 51627 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15544 14600 0 14978
tcp 119.29.29.29 10.0.3.15 80 51627 40 40 40 81 40 240 6339 58 58 58 99 58 258 6339 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.41 65134 53 63 63 63 63 63 63 0 81 63 81 81 81 81 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.41 10.0.3.15 53 65134 219 219 219 219 219 219 0 237 219 237 237 237 237 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 123.246.194.113 33670 443 40 40 40 90 40 477 15123 58 58 58 108 58 495 15123 5 5 5 5 5 5 0 18 17 12 5 4 1 1 0 58220 14600 0 34686
tcp 10.0.3.15 119.29.29.29 36156 80 40 40 40 113 40 385 18556 58 58 58 131 58 403 18556 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 15626 14600 0 15010
tcp 119.29.29.29 10.0.3.15 80 36156 40 40 40 161 40 641 57602 58 58 58 179 58 659 57602 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 123.246.194.113 10.0.3.15 443 33670 40 53 526 753 53 1460 447506 58 71 544 771 71 1478 447506 5 5 5 5 5 5 0 26 26 5 19 7 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 48397 443 40 40 40 136 40 605 39719 58 58 58 154 58 623 39719 5 5 5 5 5 5 0 50 49 37 12 11 1 1 0 65320 14600 0 49748
tcp 154.8.131.171 10.0.3.15 443 48397 40 80 909 796 80 1460 422155 58 98 927 814 98 1478 422155 5 5 5 5 5 5 0 57 57 12 43 17 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 50039 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17537 14600 0 16058
tcp 154.8.131.171 10.0.3.15 443 50039 40 40 40 206 40 1389 176834 58 58 58 224 58 1407 176834 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 53820 443 40 40 40 128 40 605 33957 58 58 58 146 58 623 33957 5 5 5 5 5 5 0 18 17 11 6 5 1 1 0 52540 14600 0 33266
tcp 154.8.131.171 10.0.3.15 443 53820 40 40 709 770 1460 1460 450354 58 40 727 788 1478 1478 450354 5 5 5 5 5 5 0 23 23 6 15 5 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 36959 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17537 14600 0 16058
tcp 154.8.131.171 10.0.3.15 443 36959 40 40 40 206 40 1389 176834 58 58 58 224 58 1407 176834 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 56740 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 17119 14600 0 15891
tcp 10.0.3.15 154.8.131.171 37592 443 40 40 40 165 40 925 62087 58 58 58 183 58 943 62087 5 5 5 5 5 5 0 20 19 12 7 6 1 1 0 58220 14600 0 35336
tcp 10.0.3.15 154.8.131.171 41909 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 18460 14600 0 16427
tcp 10.0.3.15 154.8.131.171 36052 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 16675 14600 0 15713
tcp 10.0.3.15 154.8.131.171 54400 443 40 40 50 216 40 925 77475 58 58 68 234 58 943 77475 5 5 5 5 5 5 0 14 13 6 7 6 1 1 0 26980 14600 0 20254
tcp 10.0.3.15 154.8.131.171 39476 443 40 40 50 141 40 557 31377 58 58 68 159 58 575 31377 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 18460 14600 0 16427
tcp 154.8.131.171 10.0.3.15 443 56740 40 40 40 157 40 941 78927 58 58 58 175 58 959 78927 5 5 5 5 5 5 0 9 9 5 2 2 1 1 0 65535 65535 0 65535
tcp 154.8.131.171 10.0.3.15 443 41909 40 40 40 201 40 1460 177991 58 58 58 219 58 1478 177991 5 5 5 5 5 5 0 10 10 5 3 2 1 1 0 65535 65535 0 65535
tcp 154.8.131.171 10.0.3.15 443 37592 40 40 825 771 1460 1460 445627 58 40 843 789 1478 1478 445627 5 5 5 5 5 5 0 27 27 7 18 6 1 1 0 65535 65535 0 65535
tcp 154.8.131.171 10.0.3.15 443 39476 40 40 40 209 40 1460 176647 58 58 58 227 58 1478 176647 5 5 5 5 5 5 0 10 10 5 3 2 1 1 0 65535 65535 0 65535
tcp 154.8.131.171 10.0.3.15 443 54400 40 40 40 389 865 1460 318215 58 40 58 407 883 1478 318215 5 5 5 5 5 5 0 15 15 7 6 4 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 154.8.131.171 57440 443 40 40 50 143 40 573 32730 58 58 68 161 58 591 32730 5 5 5 5 5 5 0 10 9 4 5 4 1 1 0 21300 14600 0 17563
